category,path,label,true_type,true_location,verdict,defect_type,location,explanation,valid,p_defective,latency_s,prompt_tokens,completion_tokens,raw,config
bottle,bottle/test/good/000.png,0,none,none,good,none,none,,True,0.18243668087109274,8.744931495981291,338,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}","Baseline: Qwen3.8-27B zero-shot, single image"
bottle,bottle/test/good/001.png,0,none,none,defective,broken_small,bottom,,True,0.6791930984001268,9.597746897023171,338,24,"{""verdict"": ""defective"", ""defect_type"": ""broken_small"", ""location"": ""bottom""}","Baseline: Qwen3.8-27B zero-shot, single image"
bottle,bottle/test/good/002.png,0,none,none,defective,broken_small,right,,True,0.7310733063124313,11.252128514985088,338,29,"```json
{""verdict"": ""defective"", ""defect_type"": ""broken_small"", ""location"": ""right""}
```","Baseline: Qwen3.8-27B zero-shot, single image"
bottle,bottle/test/good/003.png,0,none,none,good,none,none,,True,0.40735387556208813,8.732664809038397,338,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}","Baseline: Qwen3.8-27B zero-shot, single image"
bottle,bottle/test/good/004.png,0,none,none,defective,contamination,top,,True,0.5926665999540698,11.241393382952083,338,29,"```json
{""verdict"": ""defective"", ""defect_type"": ""contamination"", ""location"": ""top""}
```","Baseline: Qwen3.8-27B zero-shot, single image"
bottle,bottle/test/good/005.png,0,none,none,defective,broken_small,top,,True,0.8808018366655387,11.249652994971257,338,29,"```json
{""verdict"": ""defective"", ""defect_type"": ""broken_small"", ""location"": ""top""}
```","Baseline: Qwen3.8-27B zero-shot, single image"
bottle,bottle/test/good/006.png,0,none,none,good,none,none,,True,0.4378234991142018,8.74311076902086,338,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}","Baseline: Qwen3.8-27B zero-shot, single image"
bottle,bottle/test/good/007.png,0,none,none,defective,contamination,top,,True,0.8670416834732314,11.229907986009493,338,29,"```json
{""verdict"": ""defective"", ""defect_type"": ""contamination"", ""location"": ""top""}
```","Baseline: Qwen3.8-27B zero-shot, single image"
bottle,bottle/test/good/008.png,0,none,none,good,none,none,,True,0.29424059140997455,8.906307989032939,338,27,"```json
{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}
```","Baseline: Qwen3.8-27B zero-shot, single image"
bottle,bottle/test/good/009.png,0,none,none,defective,contamination,top,,True,0.7549272189482269,9.580271726998035,338,29,"```json
{""verdict"": ""defective"", ""defect_type"": ""contamination"", ""location"": ""top""}
```","Baseline: Qwen3.8-27B zero-shot, single image"
bottle,bottle/test/good/010.png,0,none,none,defective,contamination,top,,True,0.5312238898114346,8.028950861014891,338,24,"{""verdict"": ""defective"", ""defect_type"": ""contamination"", ""location"": ""top""}","Baseline: Qwen3.8-27B zero-shot, single image"
bottle,bottle/test/good/011.png,0,none,none,defective,contamination,top,,True,0.5621973765538963,9.56494978396222,338,29,"```json
{""verdict"": ""defective"", ""defect_type"": ""contamination"", ""location"": ""top""}
```","Baseline: Qwen3.8-27B zero-shot, single image"
bottle,bottle/test/good/012.png,0,none,none,good,none,none,,True,0.37755619193006407,7.074094161973335,338,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}","Baseline: Qwen3.8-27B zero-shot, single image"
bottle,bottle/test/good/013.png,0,none,none,defective,contamination,top,,True,0.6224819094509573,9.553716230031569,338,29,"```json
{""verdict"": ""defective"", ""defect_type"": ""contamination"", ""location"": ""top""}
```","Baseline: Qwen3.8-27B zero-shot, single image"
bottle,bottle/test/good/014.png,0,none,none,defective,contamination,top,,True,0.5621973765538963,9.552188626024872,338,29,"```json
{""verdict"": ""defective"", ""defect_type"": ""contamination"", ""location"": ""top""}
```","Baseline: Qwen3.8-27B zero-shot, single image"
bottle,bottle/test/good/015.png,0,none,none,good,none,none,,True,0.14805553336649904,7.048560452996753,338,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}","Baseline: Qwen3.8-27B zero-shot, single image"
bottle,bottle/test/good/016.png,0,none,none,defective,contamination,top,,True,0.5621949236992541,9.340751885029022,338,29,"```json
{""verdict"": ""defective"", ""defect_type"": ""contamination"", ""location"": ""top""}
```","Baseline: Qwen3.8-27B zero-shot, single image"
bottle,bottle/test/good/017.png,0,none,none,good,none,none,,True,0.10669772429796266,7.156861099996604,338,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}","Baseline: Qwen3.8-27B zero-shot, single image"
bottle,bottle/test/good/018.png,0,none,none,defective,contamination,top,,True,0.7310715713610747,9.377916851022746,338,29,"```json
{""verdict"": ""defective"", ""defect_type"": ""contamination"", ""location"": ""top""}
```","Baseline: Qwen3.8-27B zero-shot, single image"
bottle,bottle/test/good/019.png,0,none,none,good,none,none,,True,0.3775632545803478,7.140764923009556,338,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}","Baseline: Qwen3.8-27B zero-shot, single image"
bottle,bottle/test/broken_large/000.png,1,broken_large,bottom-right,defective,broken_large,right,,True,0.998498822079989,7.7628911039792,338,24,"{""verdict"": ""defective"", ""defect_type"": ""broken_large"", ""location"": ""right""}","Baseline: Qwen3.8-27B zero-shot, single image"
bottle,bottle/test/broken_large/002.png,1,broken_large,center,defective,broken_small,top-right,,True,0.9399151069461634,9.681271913985256,338,30,"```json
{""verdict"": ""defective"", ""defect_type"": ""broken_small"", ""location"": ""top-right""}
```","Baseline: Qwen3.8-27B zero-shot, single image"
bottle,bottle/test/broken_large/004.png,1,broken_large,left,defective,broken_small,top-left,,True,0.9988304931581093,8.042367392976303,338,25,"{""verdict"": ""defective"", ""defect_type"": ""broken_small"", ""location"": ""top-left""}","Baseline: Qwen3.8-27B zero-shot, single image"
bottle,bottle/test/broken_large/006.png,1,broken_large,top,defective,broken_small,top-right,,True,0.9995121439807858,9.401968157966621,338,30,"```json
{""verdict"": ""defective"", ""defect_type"": ""broken_small"", ""location"": ""top-right""}
```","Baseline: Qwen3.8-27B zero-shot, single image"
bottle,bottle/test/broken_large/008.png,1,broken_large,bottom,defective,broken_small,right,,True,0.9706882453029962,7.732394691964146,338,24,"{""verdict"": ""defective"", ""defect_type"": ""broken_small"", ""location"": ""right""}","Baseline: Qwen3.8-27B zero-shot, single image"
bottle,bottle/test/broken_large/011.png,1,broken_large,bottom,defective,contamination,bottom,,True,0.8175831791146737,9.266479366982821,338,29,"```json
{""verdict"": ""defective"", ""defect_type"": ""contamination"", ""location"": ""bottom""}
```","Baseline: Qwen3.8-27B zero-shot, single image"
bottle,bottle/test/broken_large/012.png,1,broken_large,right,defective,contamination,top,,True,0.7981950691786972,7.568427145015448,338,24,"{""verdict"": ""defective"", ""defect_type"": ""contamination"", ""location"": ""top""}","Baseline: Qwen3.8-27B zero-shot, single image"
bottle,bottle/test/broken_large/014.png,1,broken_large,left,defective,broken_small,bottom-left,,True,0.9980732706273028,7.819994842982851,338,25,"{""verdict"": ""defective"", ""defect_type"": ""broken_small"", ""location"": ""bottom-left""}","Baseline: Qwen3.8-27B zero-shot, single image"
bottle,bottle/test/broken_large/016.png,1,broken_large,center,defective,broken_small,bottom,,True,0.989013141881536,7.671775166003499,338,24,"{""verdict"": ""defective"", ""defect_type"": ""broken_small"", ""location"": ""bottom""}","Baseline: Qwen3.8-27B zero-shot, single image"
bottle,bottle/test/broken_large/018.png,1,broken_large,center,defective,broken_small,top,,True,0.9525750976544898,7.648063128988724,338,24,"{""verdict"": ""defective"", ""defect_type"": ""broken_small"", ""location"": ""top""}","Baseline: Qwen3.8-27B zero-shot, single image"
bottle,bottle/test/broken_small/000.png,1,broken_small,left,defective,contamination,bottom-left,,True,0.8808003571202775,7.89060998999048,338,25,"{""verdict"": ""defective"", ""defect_type"": ""contamination"", ""location"": ""bottom-left""}","Baseline: Qwen3.8-27B zero-shot, single image"
bottle,bottle/test/broken_small/001.png,1,broken_small,left,defective,broken_small,top-left,,True,0.9964064110918216,8.740531736984849,338,25,"{""verdict"": ""defective"", ""defect_type"": ""broken_small"", ""location"": ""top-left""}","Baseline: Qwen3.8-27B zero-shot, single image"
bottle,bottle/test/broken_small/003.png,1,broken_small,bottom,defective,broken_small,bottom-left,,True,0.9770228878234944,8.729981696000323,338,25,"{""verdict"": ""defective"", ""defect_type"": ""broken_small"", ""location"": ""bottom-left""}","Baseline: Qwen3.8-27B zero-shot, single image"
bottle,bottle/test/broken_small/004.png,1,broken_small,bottom-left,defective,broken_small,bottom-left,,True,0.9984988208728972,8.7239878429682,338,25,"{""verdict"": ""defective"", ""defect_type"": ""broken_small"", ""location"": ""bottom-left""}","Baseline: Qwen3.8-27B zero-shot, single image"
bottle,bottle/test/broken_small/007.png,1,broken_small,right,defective,broken_small,right,,True,0.9991959162307341,8.469219190010335,338,24,"{""verdict"": ""defective"", ""defect_type"": ""broken_small"", ""location"": ""right""}","Baseline: Qwen3.8-27B zero-shot, single image"
bottle,bottle/test/broken_small/008.png,1,broken_small,bottom,defective,broken_small,bottom,,True,0.9986749824355604,9.759989473968744,338,29,"```json
{""verdict"": ""defective"", ""defect_type"": ""broken_small"", ""location"": ""bottom""}
```","Baseline: Qwen3.8-27B zero-shot, single image"
